"Index","Company","TypeName","Inches","resolution_width","resolution_height","touchscreen","cpu_brand","cpu_name","cpu_speed","Ram","memory_type","primary_storage","secondary_storage","gpu_brand","gpu_name","OpSys","Weight","Price"
366,"HP","Notebook",15.6,768,1366,0,"Intel","Pentium Quad",1.6,8,"HDD",2,0,"Intel"," HD Graphics 405","Windows",2.0,20726
367,"Dell","Notebook",17.3,1080,1920,0,"Intel","Core i5",1.6,8,"Hybrid",128,1,"AMD"," Radeon 530","Windows",3.0,57809
368,"Lenovo","Gaming",15.6,1080,1920,0,"Intel","Core i5",2.5,8,"Hybrid",128,1,"Nvidia"," GeForce GTX 1050","N/A",2.0,43104
369,"Dell","Notebook",15.6,1080,1920,0,"Intel","Core i7",2.7,8,"SSD",256,0,"AMD"," Radeon R7 M445","Windows",2.0,47899
370,"HP","Ultrabook",14.0,1080,1920,0,"Intel","Core i7",2.7,8,"SSD",256,0,"Intel"," HD Graphics 620","Windows",1.0,93240
371,"Asus","2 in 1 Convertible",15.6,1080,1920,1,"Intel","Core i7",2.7,12,"Hybrid",512,2,"Nvidia"," GeForce GT 940MX","Windows",2.0,58555
372,"Acer","Notebook",15.6,768,1366,0,"AMD","A9-Series 9420",3.0,4,"SSD",128,0,"AMD"," Radeon R5","Windows",2.0,22697
373,"Asus","Gaming",17.3,1080,1920,0,"AMD","Ryzen 1700",3.0,16,"Hybrid",256,1,"AMD"," Radeon RX 580","Windows",3.0,117163
374,"Lenovo","Notebook",17.3,900,1600,0,"AMD","A8-Series 7410",2.2,4,"SSD",128,0,"AMD"," Radeon R5","Windows",3.0,26054
375,"Dell","2 in 1 Convertible",13.3,1080,1920,1,"Intel","Core i7",1.8,8,"SSD",256,0,"Intel"," UHD Graphics 620","Windows",2.0,46301
376,"HP","Notebook",15.6,1080,1920,0,"AMD","A9-Series 9420",3.0,4,"SSD",256,0,"AMD"," Radeon R5","Windows",2.0,26053
377,"Lenovo","Netbook",11.6,768,1366,0,"Intel","Celeron Quad",1.1,4,"SSD",128,0,"Intel"," HD Graphics 500","Windows",2.0,29464
378,"Dell","Notebook",15.6,768,1366,0,"Intel","Celeron Dual",1.6,4,"HDD",500,0,"Intel"," HD Graphics 400","Windows",2.0,16464
379,"Asus","Notebook",14.0,768,1366,0,"Intel","Celeron Dual",1.1,4,"Flash Storage",32,0,"Intel"," HD Graphics 500","Windows",2.0,15238
380,"Acer","Notebook",15.6,1080,1920,0,"Intel","Core i7",2.8,8,"HDD",1,0,"Nvidia"," GeForce GTX 1050","Linux",2.0,45075
381,"HP","Gaming",17.3,1080,1920,0,"Intel","Core i7",2.8,8,"Hybrid",128,1,"Nvidia"," GeForce GTX 1050","Windows",3.0,63456
382,"Lenovo","Notebook",15.6,1080,1920,0,"Intel","Core i3",2.0,4,"SSD",128,0,"Intel"," HD Graphics 520","N/A",2.0,21498
383,"Asus","Gaming",15.6,1080,1920,0,"Intel","Core i7",2.8,8,"Hybrid",128,1,"Nvidia"," GeForce GTX 1060","Windows",2.0,88178
384,"Lenovo","Notebook",14.0,1080,1920,0,"Intel","Core i5",2.5,8,"SSD",256,0,"Nvidia"," GeForce 940MX","Windows",2.0,58555
385,"Asus","Ultrabook",13.3,1080,1920,1,"Intel","Core i7",2.7,16,"SSD",512,0,"Intel"," HD Graphics 620","Windows",1.0,93181
386,"Lenovo","Ultrabook",14.0,1440,2560,0,"Intel","Core i7",2.7,8,"SSD",512,0,"Intel"," HD Graphics 620","Windows",1.0,121585
387,"Lenovo","Notebook",13.3,1080,1920,0,"Intel","Core i3",2.4,4,"SSD",128,0,"Intel"," HD Graphics 620","Windows",2.0,29251
388,"Dell","Workstation",15.6,1080,1920,0,"Intel","Core i5",2.6,8,"HDD",500,0,"AMD"," FirePro W5130M","Windows",2.0,72940
389,"Dell","Workstation",15.6,1080,1920,0,"Intel","Core i7",2.7,8,"SSD",256,0,"Nvidia"," Quadro M1200","Windows",2.0,113753
390,"Lenovo","2 in 1 Convertible",14.0,1440,2560,1,"Intel","Core i7",2.7,16,"SSD",512,0,"Intel"," HD Graphics 620","Windows",1.0,133680
391,"Asus","Gaming",17.3,1080,1920,0,"Intel","Core i7",2.8,8,"HDD",1,0,"Nvidia"," GeForce GTX 1050","Windows",3.0,55358
392,"Asus","Gaming",17.3,1080,1920,0,"Intel","Core i7",2.8,16,"Hybrid",256,1,"Nvidia"," GeForce GTX 1050 Ti","Windows",3.0,84768
393,"Acer","Notebook",15.6,768,1366,0,"Intel","Core i5",1.6,12,"HDD",1,0,"Nvidia"," GeForce MX130","Windows",2.0,36976
394,"MSI","Gaming",17.3,1080,1920,0,"Intel","Core i7",2.8,8,"SSD",256,0,"Nvidia"," GeForce GTX 1050 Ti","Windows",3.0,71875
395,"Dell","Notebook",15.6,1080,1920,0,"Intel","Core i7",2.7,8,"SSD",256,0,"AMD"," Radeon R7 M445","Linux",2.0,41498
396,"HP","Ultrabook",15.6,1080,1920,0,"AMD","A9-Series 9420",3.0,4,"SSD",256,0,"AMD"," Radeon 520","Windows",2.0,26587
397,"Lenovo","Notebook",15.6,1080,1920,0,"Intel","Core i7",1.8,8,"SSD",256,0,"AMD"," Radeon RX 550","Windows",2.0,65511
398,"Lenovo","Notebook",14.0,1080,1920,0,"Intel","Core i5",2.5,8,"SSD",256,0,"Intel"," HD Graphics 620","Windows",2.0,49977
399,"Dell","Workstation",15.6,2160,3840,1,"Intel","Core i7",2.8,8,"SSD",256,0,"Nvidia"," Quadro M1200","Windows",2.0,144495
400,"Lenovo","Ultrabook",14.0,1440,2560,0,"Intel","Core i7",2.7,16,"SSD",1,0,"Intel"," HD Graphics 620","Windows",1.0,139860
401,"Lenovo","Notebook",15.6,768,1366,0,"Intel","Celeron Dual",1.1,4,"HDD",1,0,"Intel"," HD Graphics 500","Windows",2.0,16304
402,"Asus","Gaming",17.3,1080,1920,0,"Intel","Core i7",2.8,16,"Hybrid",256,1,"Nvidia"," GeForce GTX 1050","Windows",3.0,81465
403,"Lenovo","Notebook",25.6,1080,1920,0,"Intel","Core i5",1.6,8,"Hybrid",256,1,"AMD"," Radeon RX 550","Windows",2.0,60979
404,"Acer","Notebook",15.6,1080,1920,0,"Intel","Core i7",2.8,8,"SSD",256,0,"Nvidia"," GeForce GTX 1050","Linux",3.0,46833
405,"MSI","Gaming",17.3,1080,1920,0,"Intel","Core i7",2.8,16,"Hybrid",256,1,"Nvidia"," GeForce GTX 1070","Windows",3.0,119827
406,"Asus","Ultrabook",14.0,1080,1920,0,"Intel","Core i7",2.7,8,"SSD",512,0,"Intel"," HD Graphics 620","Windows",1.0,99793
407,"Toshiba","Ultrabook",13.3,1080,1920,0,"Intel","Core i7",2.5,16,"SSD",512,0,"Intel"," HD Graphics 520","Windows",1.0,93080
408,"Dell","Ultrabook",14.0,1080,1920,0,"Intel","Core i7",2.8,8,"SSD",512,0,"Intel"," HD Graphics","Windows",1.0,89510
409,"Lenovo","Notebook",35.6,1080,1920,0,"Intel","Core i3",2.0,4,"HDD",500,0,"Intel"," HD Graphics 520","Windows",2.0,21792
410,"Lenovo","Notebook",11.6,768,1366,0,"Intel","Celeron Dual",1.1,2,"Flash Storage",32,0,"Intel"," HD Graphics 500","Windows",1.0,16221
411,"Lenovo","Workstation",15.6,1080,1920,0,"Intel","Core i7",2.8,8,"SSD",512,0,"Nvidia"," Quadro M1200","Windows",3.0,102564
412,"Lenovo","Ultrabook",14.0,1440,2560,0,"Intel","Core i7",2.8,8,"SSD",512,0,"Nvidia"," GeForce GT 940MX","Windows",2.0,103523
413,"HP","Notebook",15.6,1080,1920,0,"Intel","Core i3",2.0,4,"HDD",1,0,"AMD"," Radeon 520","Windows",2.0,24988
414,"Acer","2 in 1 Convertible",13.3,1080,1920,1,"Intel","Core i7",2.5,8,"SSD",256,0,"Intel"," HD Graphics 520","Windows",2.0,42038
415,"Asus","2 in 1 Convertible",13.3,1080,1920,1,"Intel","Core i5",2.5,8,"SSD",256,0,"Intel"," HD Graphics 620","Windows",1.0,49444
416,"Dell","Notebook",15.6,1080,1920,0,"Intel","Core i5",2.5,4,"SSD",256,0,"AMD"," Radeon R5 M430","Linux",2.0,31909
417,"Dell","Notebook",13.3,768,1366,0,"Intel","Core i3",2.0,4,"SSD",128,0,"Intel"," HD Graphics 520","Windows",2.0,36710
418,"HP","Ultrabook",14.0,1080,1920,0,"Intel","Core i7",2.5,8,"SSD",256,0,"Intel"," HD Graphics 520","Windows",1.0,79920
419,"Dell","Notebook",15.6,768,1366,0,"Intel","Core i5",2.5,8,"HDD",1,0,"Intel"," HD Graphics 620","Windows",2.0,28769
420,"Lenovo","Ultrabook",14.0,1080,1920,0,"Intel","Core i7",1.8,8,"SSD",256,0,"AMD"," Radeon RX 550","Windows",2.0,64755
421,"Lenovo","2 in 1 Convertible",15.6,2160,3840,1,"Intel","Core i7",2.8,16,"SSD",512,0,"Nvidia"," GeForce GTX 1050","Windows",2.0,101179
422,"Chuwi","Notebook",12.3,1824,2736,0,"Intel","Celeron Quad",1.1,6,"Flash Storage",64,0,"Intel"," HD Graphics 500","Windows",1.0,23923
423,"HP","Notebook",15.6,1080,1920,0,"Intel","Core i7",2.9,8,"SSD",256,0,"Intel"," HD Graphics 630","Windows",2.0,76031
424,"Asus","Notebook",35.6,1080,1920,0,"Intel","Core i3",2.4,8,"HDD",1,0,"Nvidia"," GeForce 940MX","Linux",2.0,31808
425,"Dell","Gaming",27.3,1440,2560,0,"Intel","Core i7",2.9,16,"Hybrid",256,1,"Nvidia"," GeForce GTX 1070","Windows",4.0,149131
426,"Dell","Gaming",15.6,1080,1920,0,"Intel","Core i7",2.8,8,"Hybrid",128,1,"Nvidia"," GeForce GTX 1050 Ti","Windows",3.0,61752
427,"Dell","Notebook",15.6,1080,1920,0,"Intel","Core i7",1.8,8,"Hybrid",256,2,"AMD"," Radeon 530","Windows",2.0,60867
428,"Dell","Ultrabook",14.0,1080,1920,0,"Intel","Core i7",2.8,8,"SSD",256,0,"Intel"," HD Graphics 620","Linux",2.0,58555
429,"HP","Gaming",17.3,1080,1920,0,"Intel","Core i7",2.8,12,"Hybrid",256,1,"Nvidia"," GeForce GTX 1070","Windows",3.0,106507
430,"Mediacom","2 in 1 Convertible",11.6,1080,1920,1,"Intel","Celeron Dual",1.1,4,"SSD",32,0,"Intel"," HD Graphics 500","Windows",1.0,15931
431,"Samsung","Netbook",11.6,768,1366,0,"Intel","Celeron Dual",1.6,4,"Flash Storage",16,0,"Intel"," HD Graphics 400","Other",1.0,14332
432,"Lenovo","Notebook",13.3,1080,1920,0,"Intel","Core i7",2.7,8,"SSD",256,0,"Intel"," HD Graphics 620","Windows",1.0,53813
433,"Lenovo","Notebook",14.0,1080,1920,0,"Intel","Core i3",2.7,4,"SSD",128,0,"Intel"," HD Graphics 620","Windows",2.0,31915
434,"Lenovo","Workstation",15.6,2160,3840,0,"Intel","Core i7",2.8,16,"SSD",512,0,"Nvidia"," GeForce 940MX","Windows",2.0,130270
435,"Lenovo","Notebook",15.6,1080,1920,0,"Intel","Core i7",2.9,16,"SSD",512,0,"Nvidia"," Quadro M2200M","Windows",3.0,130483
436,"Asus","Gaming",17.3,1080,1920,0,"AMD","Ryzen 1600",3.2,8,"Hybrid",256,1,"AMD"," Radeon RX 580","Windows",3.0,90310
437,"HP","Notebook",15.6,768,1366,0,"Intel","Celeron Dual",1.6,4,"HDD",500,0,"Intel"," HD Graphics 400","Windows",2.0,18488
438,"Google","Ultrabook",12.3,1600,2400,1,"Intel","Core i7",1.3,16,"SSD",512,0,"Intel"," HD Graphics 615","Other",1.0,117163
439,"Lenovo","Ultrabook",24.0,1440,2560,0,"Intel","Core i7",2.7,24,"SSD",512,0,"Intel"," HD Graphics 620","Windows",1.0,126913
440,"Asus","Notebook",15.6,1080,1920,0,"Intel","Core i5",2.5,4,"SSD",256,0,"Intel"," HD Graphics 620","Linux",2.0,29784
441,"Lenovo","Notebook",17.3,900,1600,0,"AMD","A6-Series 9220",2.5,8,"HDD",1,0,"AMD"," Radeon R4","Windows",3.0,27652
442,"Dell","Notebook",15.6,1080,1920,0,"Intel","Core i5",1.6,4,"SSD",256,0,"AMD"," Radeon 530","Windows",2.0,39907
443,"Lenovo","Ultrabook",12.5,1080,1920,0,"Intel","Core i5",2.5,8,"SSD",256,0,"Intel"," HD Graphics 620","Windows",1.0,76137
444,"Lenovo","Notebook",15.6,1080,1920,0,"Intel","Pentium Quad",1.1,4,"SSD",128,0,"Intel"," HD Graphics 505","Windows",2.0,18595
445,"HP","Gaming",15.6,1080,1920,0,"Intel","Core i7",2.8,8,"Hybrid",128,1,"Nvidia"," GeForce GTX 1050","Windows",2.0,58555
446,"Dell","Notebook",14.0,1080,1920,0,"Intel","Core i5",2.8,8,"SSD",256,0,"Nvidia"," GeForce 930MX","Windows",2.0,62817
447,"Acer","Notebook",15.6,768,1366,0,"Intel","Core i5",2.5,4,"HDD",500,0,"Intel"," HD Graphics 620","Linux",2.0,23539
448,"Dell","Workstation",15.6,1080,1920,0,"Intel","Xeon E3-1505M",3.0,8,"HDD",64,1,"Nvidia"," Quadro M620","Windows",2.0,106187
449,"MSI","Gaming",15.6,1080,1920,0,"Intel","Core i5",2.5,8,"SSD",256,0,"Nvidia"," GeForce GTX 1050","Windows",2.0,54758
450,"Microsoft","Ultrabook",13.5,1504,2256,1,"Intel","Core i7",2.5,16,"SSD",512,0,"Intel"," Iris Plus Graphics 640","Windows",1.0,137942
451,"HP","Notebook",15.6,768,1366,0,"Intel","Core i5",2.5,8,"SSD",128,0,"Intel"," HD Graphics 620","Windows",2.0,31382
452,"Dell","Workstation",15.6,1080,1920,0,"Intel","Core i7",2.7,16,"SSD",256,0,"Nvidia"," Quadro M620","Windows",2.0,105228
453,"HP","Workstation",15.6,1080,1920,0,"Intel","Core i7",2.9,8,"SSD",512,0,"Intel"," HD Graphics 620","Windows",2.0,81732
454,"Lenovo","Notebook",14.0,1080,1920,0,"Intel","Core i5",2.5,8,"SSD",256,0,"Intel"," HD Graphics 620","Windows",2.0,71662
455,"Dell","Notebook",15.6,1080,1920,0,"Intel","Core i7",1.8,8,"Hybrid",128,1,"AMD"," Radeon 530","Windows",2.0,52161
456,"Dell","2 in 1 Convertible",11.6,768,1366,1,"Intel","Pentium Quad",1.6,4,"HDD",500,0,"Intel"," HD Graphics 405","Windows",1.0,25521
457,"Dell","Notebook",17.3,1080,1920,0,"Intel","Core i7",2.7,8,"HDD",1,0,"Nvidia"," GeForce GTX 1060","Windows",4.0,109011
458,"Microsoft","Ultrabook",13.5,1504,2256,1,"Intel","Core M",2.2,4,"SSD",128,0,"Intel"," HD Graphics 615","Windows",1.0,52694
459,"Microsoft","Ultrabook",33.5,1504,2256,1,"Intel","Core i7",2.5,8,"SSD",256,0,"Intel"," Iris Plus Graphics 640","Windows",1.0,95851
460,"HP","Notebook",17.3,900,1600,0,"Intel","Core i3",2.0,8,"SSD",256,0,"Intel"," HD Graphics 520","Windows",3.0,34094
461,"Acer","Notebook",15.6,1080,1920,0,"Intel","Core i3",2.0,4,"HDD",1,0,"Nvidia"," GeForce 940MX","Windows",2.0,28984
462,"Acer","Netbook",11.6,768,1366,0,"Intel","Celeron Dual",1.6,4,"SSD",128,0,"Intel"," HD Graphics 400","Windows",1.0,23177
463,"Asus","Notebook",15.6,1080,1920,0,"Intel","Core i5",2.5,8,"HDD",1,0,"Intel"," HD Graphics 620","Windows",2.0,39907
464,"Lenovo","Notebook",14.0,1080,1920,0,"Intel","Core i7",2.7,8,"SSD",512,0,"AMD"," Radeon R7 M460","N/A",2.0,42571
465,"Lenovo","Notebook",15.6,1080,1920,0,"Intel","Core i7",2.9,8,"SSD",256,0,"Nvidia"," Quadro M2200M","Windows",3.0,111355
466,"Asus","Notebook",15.6,768,1366,0,"Intel","Pentium Quad",1.1,4,"HDD",500,0,"Intel"," HD Graphics 500","Windows",2.0,16197
467,"Acer","Notebook",15.6,768,1366,0,"Intel","Core i3",2.0,4,"HDD",500,0,"Nvidia"," GeForce GTX 940MX","Windows",2.0,24988
468,"Dell","Notebook",15.6,1080,1920,0,"Intel","Core i5",1.6,8,"HDD",2,0,"AMD"," Radeon 530","Windows",2.0,40440
469,"HP","Gaming",17.3,1080,1920,0,"Intel","Core i7",2.8,12,"HDD",1,0,"Nvidia"," GeForce GTX 1060","Windows",4.0,90523
470,"Lenovo","Ultrabook",14.0,1440,2560,0,"Intel","Core i7",2.6,12,"SSD",256,0,"Intel"," HD Graphics 520","Windows",1.0,98994
471,"HP","2 in 1 Convertible",13.3,2160,3840,1,"Intel","Core i7",1.8,8,"SSD",512,0,"Intel"," UHD Graphics 620","Windows",1.0,106507
472,"HP","Notebook",15.6,1080,1920,0,"Intel","Core i5",2.5,8,"HDD",500,0,"AMD"," FirePro W4190M ","Windows",2.0,61485
473,"Google","Ultrabook",12.3,1600,2400,1,"Intel","Core i5",1.2,8,"SSD",128,0,"Intel"," HD Graphics 615","Other",1.0,67932
474,"Dell","Ultrabook",13.3,1080,1920,1,"Intel","Core i5",1.6,8,"SSD",256,0,"Intel"," UHD Graphics 620","Windows",1.0,98134
475,"Asus","Notebook",15.6,2160,3840,0,"Intel","Core i7",2.6,12,"Hybrid",128,1,"Intel"," HD Graphics 530","Windows",2.0,69211
476,"Dell","Notebook",14.0,768,1366,0,"Intel","Core i3",2.3,8,"SSD",128,0,"Intel"," HD Graphics 520","Windows",2.0,39427
478,"Lenovo","Notebook",14.0,1080,1920,0,"Intel","Core i5",2.5,8,"SSD",180,0,"Intel"," HD Graphics 620","Windows",2.0,72674
480,"Toshiba","Notebook",13.3,1080,1920,0,"Intel","Core i5",2.5,8,"SSD",256,0,"Intel"," HD Graphics 620","Windows",1.0,89084
481,"Dell","Notebook",15.6,1080,1920,0,"Intel","Core i7",1.8,8,"SSD",512,0,"Nvidia"," GeForce 940MX","Windows",2.0,67239
482,"Dell","Notebook",15.6,768,1366,0,"Intel","Core i3",2.4,4,"HDD",1,0,"Intel"," HD Graphics 620","Windows",2.0,31254
483,"HP","Notebook",13.3,1080,1920,0,"Intel","Core i5",1.6,4,"SSD",128,0,"Intel"," UHD Graphics 620","Windows",1.0,38681
484,"Chuwi","Notebook",15.6,1080,1920,0,"Intel","Atom x5-Z8350",1.4,4,"Flash Storage",64,0,"Intel"," HD Graphics","Windows",2.0,13261
485,"Lenovo","Notebook",15.6,768,1366,0,"Intel","Core i3",2.0,4,"SSD",128,0,"Intel"," HD Graphics 520","Windows",2.0,30103
486,"Lenovo","Notebook",14.0,1080,1920,0,"Intel","Core i5",1.6,8,"SSD",256,0,"Intel"," UHD Graphics 620","Windows",2.0,55891
487,"Dell","Workstation",15.6,1080,1920,0,"Intel","Core i7",2.7,16,"SSD",512,0,"Nvidia"," Quadro M620","Windows",2.0,124569
488,"Dell","Notebook",15.6,1080,1920,0,"Intel","Core i7",2.8,16,"SSD",512,0,"Nvidia"," GeForce GTX 1050","Windows",2.0,101179
489,"Lenovo","Ultrabook",12.5,1080,1920,0,"Intel","Core i7",2.7,16,"SSD",512,0,"Intel"," HD Graphics 620","Windows",1.0,95797
490,"Asus","Ultrabook",12.5,1080,1920,0,"Intel","Core i7",2.7,16,"SSD",512,0,"Intel"," HD Graphics 620","Windows",1.0,103896
491,"Lenovo","Notebook",15.6,1080,1920,0,"Intel","Core i5",2.5,8,"SSD",256,0,"Nvidia"," GeForce 940MX","Windows",2.0,53919
492,"Toshiba","Ultrabook",13.3,1080,1920,1,"Intel","Core i7",2.7,32,"SSD",512,0,"Intel"," HD Graphics 620","Windows",1.0,149131
493,"Asus","Gaming",15.6,1080,1920,0,"Intel","Core i7",2.8,8,"Hybrid",128,1,"Nvidia"," GeForce GTX 1050","Windows",2.0,71928
494,"Acer","Notebook",15.6,768,1366,0,"AMD","A10-Series 9620P",2.5,8,"HDD",1,0,"AMD"," Radeon RX 540","Windows",2.0,30849
495,"Asus","Gaming",17.3,1080,1920,1,"Intel","Core i7",2.6,24,"Hybrid",256,1,"Nvidia"," GeForce GTX 965M","Windows",4.0,67612
496,"Lenovo","Ultrabook",12.5,768,1366,0,"Intel","Core i5",2.3,8,"SSD",180,0,"Intel"," HD Graphics 520","Windows",1.0,58555
497,"Lenovo","Notebook",15.6,1080,1920,0,"Intel","Core i7",1.8,8,"SSD",256,0,"Intel"," UHD Graphics 620","Windows",2.0,47893
498,"HP","Notebook",14.0,1080,1920,0,"Intel","Core i7",2.8,8,"SSD",1,0,"Intel"," HD Graphics 620","Windows",1.0,93187
499,"Lenovo","Notebook",13.3,1080,1920,0,"Intel","Core i3",2.4,8,"SSD",256,0,"Intel"," HD Graphics 620","Windows",1.0,50563
500,"Lenovo","Notebook",15.6,1080,1920,0,"Intel","Core i5",2.5,8,"SSD",256,0,"Intel"," HD Graphics 620","Windows",2.0,48538
501,"Asus","Netbook",11.6,768,1366,0,"Intel","Celeron Dual",1.1,4,"Flash Storage",64,0,"Intel"," HD Graphics 500","Windows",1.0,18115
502,"HP","Notebook",15.6,768,1366,0,"Intel","Core i5",2.5,8,"SSD",256,0,"AMD"," Radeon 520","Windows",2.0,32980
503,"Lenovo","2 in 1 Convertible",13.9,1080,1920,1,"Intel","Core i5",1.6,8,"SSD",256,0,"Intel"," UHD Graphics 620","Windows",1.0,85195
504,"Lenovo","Notebook",14.0,768,1366,0,"Intel","Celeron Dual",1.1,4,"HDD",500,0,"Intel"," HD Graphics 500","Windows",2.0,15931
505,"Lenovo","Netbook",11.6,768,1366,0,"Intel","Celeron Dual",1.6,4,"SSD",16,0,"Intel"," HD Graphics 400","Other",1.0,14119
506,"Lenovo","Notebook",13.3,1080,1920,0,"Intel","Core i5",2.5,8,"SSD",256,0,"Intel"," HD Graphics 620","Windows",1.0,50563
507,"Asus","Notebook",15.6,1080,1920,0,"Intel","Core i7",2.7,8,"Hybrid",256,1,"Intel"," HD Graphics 620","Windows",2.0,65215
508,"Acer","Notebook",15.6,1080,1920,0,"Intel","Core i5",1.6,4,"HDD",1,0,"Nvidia"," GeForce MX150","Windows",2.0,32661
509,"HP","Ultrabook",13.3,1080,1920,0,"Intel","Core i7",2.7,8,"SSD",512,0,"Intel"," HD Graphics 620","Windows",1.0,70489
510,"Lenovo","Gaming",15.6,1080,1920,0,"Intel","Core i7",2.8,8,"Hybrid",256,1,"Nvidia"," GeForce GTX 1060","N/A",2.0,61219
511,"Dell","Ultrabook",13.3,1080,1920,1,"Intel","Core i5",2.5,8,"SSD",128,0,"Intel"," HD Graphics 620","Windows",1.0,47899
512,"Acer","Notebook",15.6,1080,1920,0,"Intel","Core i7",2.7,4,"HDD",500,0,"Nvidia"," GeForce 940MX","Windows",2.0,34046
513,"Dell","Notebook",15.6,1080,1920,0,"Intel","Core i5",2.5,8,"HDD",1,0,"Intel"," HD Graphics 620","Windows",2.0,44542
514,"Dell","Notebook",15.6,1080,1920,0,"Intel","Core i7",1.8,16,"Hybrid",256,2,"AMD"," Radeon 530","Windows",2.0,64961
515,"Xiaomi","Notebook",15.6,1080,1920,0,"Intel","Core i7",1.8,16,"SSD",256,0,"Nvidia"," GeForce MX150","N/A",2.0,74589
516,"Asus","Netbook",11.6,768,1366,0,"Intel","Celeron Dual",1.1,2,"Flash Storage",32,0,"Intel"," HD Graphics 500","Windows",1.0,13054
517,"HP","Notebook",15.6,768,1366,1,"Intel","Core i5",1.6,4,"HDD",1,0,"Intel"," UHD Graphics 620","Windows",2.0,27784
518,"Asus","Gaming",15.6,1080,1920,0,"Intel","Core i7",2.8,24,"SSD",512,0,"Nvidia"," GeForce GTX1080","Windows",2.0,158135
519,"HP","Notebook",15.6,1080,1920,0,"Intel","Core i5",2.5,8,"SSD",256,0,"Nvidia"," GeForce 930MX","Windows",2.0,47366
520,"Asus","Gaming",17.3,1080,1920,0,"Intel","Core i7",2.8,16,"Hybrid",256,1,"Nvidia"," GeForce GTX1050 Ti","Windows",3.0,80133
521,"Lenovo","Gaming",15.6,1080,1920,0,"Intel","Core i7",2.8,8,"Hybrid",256,1,"Nvidia"," GeForce GTX 1060","Windows",3.0,74539
522,"HP","Ultrabook",13.3,1080,1920,0,"Intel","Core i7",2.7,8,"SSD",256,0,"Intel"," HD Graphics 620","Windows",1.0,74539
523,"Dell","Notebook",14.0,1080,1920,0,"Intel","Core i5",2.6,8,"SSD",256,0,"Intel"," HD Graphics 620","Windows",2.0,68184
524,"HP","Notebook",15.6,768,1366,0,"Intel","Core i3",2.0,4,"SSD",128,0,"Intel"," HD Graphics 520","Windows",2.0,36710
525,"Dell","Notebook",17.3,1080,1920,0,"Intel","Core i5",1.6,8,"Hybrid",128,1,"AMD"," Radeon 530","Linux",3.0,47366
526,"Lenovo","Notebook",24.0,1080,1920,0,"Intel","Core i5",2.3,8,"SSD",256,0,"Intel"," HD Graphics 520","Windows",2.0,71395
527,"Lenovo","Notebook",15.6,1080,1920,0,"Intel","Core i7",2.7,4,"HDD",1,0,"Nvidia"," GeForce 920MX","Windows",2.0,42571
528,"Lenovo","Notebook",15.6,768,1366,0,"Intel","Core i3",2.0,8,"HDD",2,0,"Nvidia"," GeForce 920MX ","N/A",2.0,24456
529,"Dell","Notebook",15.6,1080,1920,0,"Intel","Core i5",2.5,4,"HDD",500,0,"AMD"," Radeon R5 M430","Windows",2.0,31169
530,"Dell","Notebook",15.6,1080,1920,0,"Intel","Core i5",2.8,8,"SSD",256,0,"Intel"," HD Graphics 620","Windows",2.0,73367
531,"Dell","Gaming",17.3,1080,1920,0,"Intel","Core i7",2.8,16,"Hybrid",128,1,"Nvidia"," GeForce GTX 1070","Windows",4.0,160520
532,"Toshiba","Notebook",15.6,1080,1920,0,"Intel","Core i5",2.5,8,"HDD",500,0,"Intel"," HD Graphics 620","Windows",2.0,45821
533,"Asus","Notebook",15.6,2160,3840,0,"Intel","Core i7",2.7,8,"Hybrid",256,1,"Nvidia"," GeForce GTX 960M","Windows",2.0,69211
534,"Mediacom","Notebook",13.3,1080,1920,0,"Intel","Celeron Quad",1.1,4,"SSD",32,0,"Intel"," HD Graphics 500","Windows",1.0,19660
535,"Asus","Gaming",15.6,1080,1920,0,"Intel","Core i5",2.5,8,"Hybrid",128,1,"Nvidia"," GeForce GTX 1060","Windows",2.0,87859
536,"Dell","Notebook",15.6,1080,1920,0,"Intel","Core i7",2.8,8,"SSD",256,0,"Nvidia"," GeForce 930MX","Windows",2.0,72940
537,"Dell","Notebook",15.6,1080,1920,0,"Intel","Core i5",1.6,8,"SSD",256,0,"AMD"," Radeon 530","Windows",2.0,42486
538,"HP","Notebook",15.6,1080,1920,0,"Intel","Pentium Quad",1.6,4,"SSD",256,0,"Intel"," HD Graphics 405","Windows",2.0,21258
539,"HP","Gaming",17.3,1080,1920,0,"Intel","Core i7",2.8,12,"HDD",1,0,"Nvidia"," GeForce GTX 1060","Windows",3.0,95851
540,"Lenovo","Notebook",14.0,1080,1920,0,"Intel","Core i7",2.7,8,"SSD",256,0,"Nvidia"," GeForce 940MX","Windows",2.0,45768
541,"Dell","Ultrabook",13.3,1800,3200,1,"Intel","Core i7",1.8,8,"SSD",256,0,"Intel"," UHD Graphics 620","Windows",1.0,74539
542,"Dell","Notebook",14.0,1080,1920,0,"Intel","Core i3",2.0,4,"SSD",128,0,"Intel"," HD Graphics 520","Windows",2.0,39207
543,"HP","Ultrabook",13.3,1800,3200,0,"Intel","Core i7",2.7,8,"SSD",256,0,"Intel"," HD Graphics 620","Windows",1.0,61006
544,"Acer","Gaming",15.6,1080,1920,0,"Intel","Core i5",2.5,8,"HDD",1,0,"Nvidia"," GeForce GTX 1050","Linux",2.0,42517
545,"Asus","Notebook",15.6,768,1366,0,"AMD","E-Series 7110",1.8,4,"HDD",500,0,"AMD"," Radeon R2 Graphics","Windows",2.0,18595
